PROP_ID,SPID,CITY,PRICE,PRICE_SQFT,AREA,TOTAL_LANDMARK_COUNT,PROP_HEADING,DESCRIPTION,PROPERTY_TYPE,FURNISH,FACING,AGE,TOTAL_FLOOR,BEDROOM_NUM,PROP_NAME,BALCONY_NUM,FLOOR_NUM,LATITUDE,LONGITUDE,BHK_BED,LOCALITY_NAME,BUILDING_NAME,SOCIETY_NAME,ADDRESS,TRANSPORATION,ACCOMODATION,LEISURE,EDUCATION,HEALTH,OTHER,AMENITIES_SCORE,FEATURES_SCORE
u70794112,70794112,gurgaon,7000.0,10.0,700.0,15.0,1 bhk flat in sector 95 gurgaon,"rof ananda , sector 95, near to wazirpur village and imt manesar, main pataudi road, gurgaon, haryana   1 bhk rent :rs. 7000 per month ((all inclusive - maintenance & others ) with fan, tubelight, certain rods   2 and 3 bhk rent : rs.8500 to rs. 9000 per month ((all inclusive - maintenance & others ) with fan, tubelight, certain rods     society flats  24 hour secured gated community community hall for social gathering retail market in premises for daily requirements 24*7 securities for common area    allotted parking each home with vaastu concept park for children 15 min away from nh8 6.50 acre township basketball courts badminton court cycle track skating rink gym children park yoga area senior citizens park jogging track",residential apartment,Semifurnished,East,1-5 Year Old Property,high rise,1.0,rof ananda,1.0,mid rise,28.484814,77.080853,1.0,sector 95 gurgaon,rof ananda,rof ananda,218,3.0,0.0,0.0,0.0,0.0,12.0,63,43
o70607360,70607360,gurgaon,7500.0,14.0,514.0,3.0,2 bhk flat in sector 107 gurgaon,cheap rent and best place and location at dwarka express way gurgaon,residential apartment,Unfurnished,North-East,0-1 Year Old Property,high rise,2.0,signature global solera 2,1.0,mid rise,28.512525,76.973543,2.0,sector 107 gurgaon,signature global solera 2,signature global solera 2,,1.0,0.0,0.0,0.0,0.0,2.0,76,58
s69621256,69621256,gurgaon,8500.0,8.0,980.0,3.0,2 bhk flat in sector 95 gurgaon,"find this 2 bhk apartment for rent in sector 95 gurgaon. this 2 bhk apartment in ramsons kshitij is situated in gurgaon. the flat is close to school and close to market. this flat consists of 2 bathrooms & 1 balcony build in 900 sq.ft. super built-up area. this flat is constructed on 980 sq.ft. area. this flat lies on the 7th floor of a 14 storey building. well maintained 1-5 years property. this is an unfurnished flat. property is ready to be leased on any agreement type from mon, 12 jun 2023 for family only with a notice of 1 month for a duration of 11 months. we are offering this property on 8500 monthly. the rent is exclusive of charges like 2500 monthly maintenance charges. an initial amount of 5000 to be paid to book this property. all residents are required to pay 1000 as membership fee to the society. electricity & water charges are not included in rent & to be paid separately. 8500 is required to be paid as the initial payment. property has been built with latest feature like feng shui / vaastu compliant, power back-up, reserved parking, intercom facility, water storage, internet/wi-fi connectivity, high ceiling height, false ceiling lighting and piped-gas. swimming pool, shopping centre, cctv surveillance, fitness centre / gym, park, lift(s), water softening plant, security personnel and club house / community center etc. makes this place stand-out from rest in terms of quality of living. other features include rain water harvesting, low density society, waste disposal, pet friendly and wheelchair friendly. this is a south-facing property. property has a ceramic flooring.  additional details :  piped gas facility is available in the property. the apartment has borings water supply. daily needs shopping could be done within the society premises to make the stay convinent. full power backup is available. there is also a separate washroom for domestic help. the society has dedicated security guards for every tower.",residential apartment,Unfurnished,North,1-5 Year Old Property,high rise,2.0,ramsons kshitij,1.0,mid rise,28.416679,76.902677,2.0,sector 95 gurgaon,ramsons kshitij,ramsons kshitij,,0.0,0.0,0.0,0.0,3.0,0.0,99,67
j70794066,70794066,gurgaon,8500.0,8.0,980.0,3.0,2 bhk flat in sector 95 gurgaon,"ramsons kshitij , sector 95, near to wazirpur village and imt manesar, main pataudi road, gurgaon, haryana   1 bhk rent : rs. 7,000 per month ((all inclusive - maintenance & others ) with fan, tubelight, certain rods   2 bhk rent : rs.8500 per month ((all inclusive - maintenance & others ) with fan, tubelight, certain rods       society flats  24 hour secured gated community community hall for social gathering retail market in premises for daily requirements 24*7 securities for common area    allotted parking each home with vaastu concept park for children 15 min away from nh8 6.50 acre township basketball courts badminton court cycle track skating rink gym children park yoga area senior citizens park jogging track",residential apartment,Semifurnished,East,1-5 Year Old Property,high rise,2.0,ramsons kshitij,1.0,mid rise,28.416679,76.902677,2.0,sector 95 gurgaon,ramsons kshitij,ramsons kshitij,512,0.0,0.0,0.0,0.0,3.0,0.0,77,51
f70794132,70794132,gurgaon,8500.0,9.0,910.0,15.0,2 bhk flat in sector 95 gurgaon,"rof ananda , sector 95, near to wazirpur village and imt manesar, main pataudi road, gurgaon, haryana   1 bhk rent :rs. 7000 per month ((all inclusive - maintenance & others ) with fan, tubelight, certain rods   2 and 3 bhk rent : rs.8500 to rs. 9000 per month ((all inclusive - maintenance & others ) with fan, tubelight, certain rods       society flats  24 hour secured gated community community hall for social gathering retail market in premises for daily requirements 24*7 securities for common area    allotted parking each home with vaastu concept park for children 15 min away from nh8 6.50 acre township basketball courts badminton court cycle track skating rink gym children park yoga area senior citizens park jogging track",residential apartment,Semifurnished,East,1-5 Year Old Property,high rise,2.0,rof ananda,1.0,mid rise,28.484814,77.080853,2.0,sector 95 gurgaon,rof ananda,rof ananda,619,3.0,0.0,0.0,0.0,0.0,12.0,64,42
p69980156,69980156,gurgaon,8500.0,23.0,366.0,15.0,1 bhk flat in sector 95 gurgaon,"this 1 bhk flat in sector 95 gurgaon is available in rof ananda for rent, one of the most prominent projects for residential flats in gurgaon. this 1 bhk flat comes with 1 bathroom set in 366 sq.ft. carpet usable area. the flat consists of 1 bedroom, built on 366 sq.ft. a separate space for study room and pooja room is available in this flat. the building has a total of 14 floors and this property is situated on 5th floor. property is 1-5 years old. this property is semi-furnished. equipped with 6 light, 4 fan, 1 modular kitchen, 1 chimney, 1 dining table, 1 curtains and 1 exhaust fan. ready to occupy from fri, 30 jun 2023, this property is ideal for families, single men and single women on any agreement type with a notice of 3 months for a duration of 11 months. the expected rent is 8500 monthly. electricity & water charges are excluded. security deposit of 8500 is required. the property comes with power back-up, reserved parking, intercom facility, security / fire alarm, water storage, feng shui / vaastu compliant, piped-gas and internet/wi-fi connectivity all inclusive in one. rof ananda is designed very well to provide modern facilities such as grocery shop, fitness centre / gym, park and lift(s). you would also like to know that the property also features rain water harvesting, corner property, pet friendly, wheelchair friendly and in a gated society. power backup: partial. the flat faces north-east. wood is used in the floor throughout the residence. you must know unique features about this property, which includes 95.  additional details :  piped gas facility is available in the property. the apartment has borings water supply. daily needs shopping could be done within the society premises to make the stay convinent. full power backup is available. there is also a separate washroom for domestic help. the society has dedicated security guards for every tower.",residential apartment,Semifurnished,South-West,1-5 Year Old Property,high rise,1.0,rof ananda,1.0,mid rise,28.484814,77.080853,1.0,sector 95 gurgaon,rof ananda,rof ananda,302,3.0,0.0,0.0,0.0,0.0,12.0,72,38
m70794156,70794156,gurgaon,8500.0,8.0,1002.0,12.0,2 bhk flat in sector 95a gurgaon,"signature global the roselia, sector 95a, near to wazirpur village and imt manesar, main pataudi road, gurgaon, haryana   2 bhk rent : rs.8500 per month ((all inclusive - maintenance & others ) with fan, tubelight, certain rods   3 bhk rent : rs.9000 per month ((all inclusive - maintenance & others ) with fan, tubelight, certain rods        society flats  24 hour secured gated community community hall for social gathering retail market in premises for daily requirements 24*7 securities for common area    allotted parking each home with vaastu concept park for children 15 min away from nh8 6.50 acre township basketball courts badminton court cycle track skating rink gym children park yoga area senior citizens park jogging track",residential apartment,Semifurnished,East,1-5 Year Old Property,high rise,2.0,signature the roselia,1.0,mid rise,28.42406,76.927954,2.0,sector 95a gurgaon,signature the roselia,signature the roselia,428,3.0,2.0,3.0,2.0,1.0,1.0,33,32
b70794168,70794168,gurgaon,9500.0,9.0,1009.0,4.0,3 bhk flat in sector 92 gurgaon,"gls avenue 51, sector 92, near to hayatpur village and imt manesar, gurgaon, haryana   1 bhk rent : rs. 7000 per month ((all inclusive - maintenance & others ) with fan, tubelight, certain rods   3 bhk rent : rs. 9500 per month ((all inclusive - maintenance & others ) with fan, tubelight, certain rods        society flats  24 hour secured gated community community hall for social gathering retail market in premises for daily requirements 24*7 securities for common area    allotted parking each home with vaastu concept park for children 15 min away from nh8 6.50 acre township basketball courts badminton court cycle track skating rink gym children park yoga area senior citizens park jogging track",residential apartment,Semifurnished,East,1-5 Year Old Property,high rise,3.0,gls avenue 51,1.0,mid rise,28.4139,76.917083,3.0,sector 92 gurgaon,gls avenue 51,gls avenue 51,619,0.0,1.0,0.0,1.0,1.0,1.0,85,57
k70794184,70794184,gurgaon,10000.0,11.0,900.0,15.0,2 bhk flat in sector 90 gurgaon,"green court society, sector 90, near to imt manesar and nh8, gurugram, haryana   1 bhk rent :rs. 7500 per month ((all inclusive - maintenance & others ) with fan, tubelight, certain rods   2 bhk rent : rs.10000 per month ((all inclusive - maintenance & others ) with fan, tubelight, certain rods        society flats  24 hour secured gated community community hall for social gathering retail market in premises for daily requirements 24*7 securities for common area    allotted parking each home with vaastu concept park for children 15 min away from nh8 6.50 acre township basketball courts badminton court cycle track skating rink gym children park yoga area senior citizens park jogging track",residential apartment,Semifurnished,East,1-5 Year Old Property,high rise,2.0,green court,1.0,low rise,28.404822,76.929875,2.0,sector 90 gurgaon,green court,green court,226,0.0,2.0,2.0,4.0,3.0,4.0,46,25
d69980028,69980028,gurgaon,10500.0,19.0,549.0,15.0,2 bhk flat in sector 95 gurgaon,"find this 2 bhk apartment for rent in sector 95 gurgaon. this 2 bhk apartment in rof ananda is situated in gurgaon. this 2 bhk flat comes with 2 bathrooms set in 549 sq.ft. carpet usable area. the flat consists of 2 bedrooms, built on 549 sq.ft. a separate space for pooja room is available in this flat. the building has a total of 14 floors and this property is situated on 4th floor. property is 1-5 years old. it is a semi-furnished property. inclusive of 6 light, 4 fan, 1 modular kitchen, 1 chimney, 1 dining table, 1 curtains and 1 exhaust fan. the flat will be available from fri, 30 jun 2023 for families, single men and single women on any agreement type with a notice of 3 months for a duration of 11 months. the expected rent is 10,500 monthly. electricity & water charges are excluded. security deposit of 10500 is required. this flat has all latest feature like power back-up, reserved parking, intercom facility, water storage, security / fire alarm and false ceiling lighting. society provides modern lifestyle facilities like grocery shop, fitness centre / gym, park, lift(s), maintenance staff, water softening plant and shopping centre. there are more things to like about this property such as rain water harvesting, no open drainage around, corner property, pet friendly, wheelchair friendly and in a gated society. power backup: partial. the flat is facing towards north-west. the flat has wood flooring. one of the highlights of this property is 95.  additional details :  piped gas facility is available in the property. the apartment has borings water supply. daily needs shopping could be done within the society premises to make the stay convinent. full power backup is available. there is also a separate washroom for domestic help. the society has dedicated security guards for every tower.",residential apartment,Semifurnished,South-West,1-5 Year Old Property,high rise,2.0,rof ananda,1.0,mid rise,28.484814,77.080853,2.0,sector 95 gurgaon,rof ananda,rof ananda,403,3.0,0.0,0.0,0.0,0.0,12.0,74,32
s65564400,65564400,gurgaon,11000.0,13.0,840.0,12.0,2 bhk flat in sector 95a gurgaon,"gurgaon's most popular society signature the roselia in sector-95a gurgaon offers 2 bhk apartment. the flat is close to school and close to market. property has attached 2 bathrooms & 2 balconies with 2 rooms set in 780 sq.ft. super built-up area. this property is constructed on 840 sq.ft. located on 8th of 19 floor. this is a ready to move property and it is 0-1 year old flat. this is a semi-furnished flat. furnishing options provided - 6 light, 3 fan, 1 wardrobe, 1 geyser, 1 modular kitchen, 1 curtains and 1 exhaust fan. property is ready to be leased on any agreement type from wed, 02 nov 2022 for family only with a notice of 1 month for a duration of 11 months. the expected rent is 11,000 monthly. other charges to be paid includes 2500 monthly maintenance charges. book this by paying only 5000 amount. society has a 1500 as membership fee. electricity & water charges are excluded. security deposit of 11000 is required. property has been built with latest feature like power back-up, reserved parking, water storage, security / fire alarm, airy rooms and natural light. swimming pool, park, lift(s), maintenance staff, water softening plant and shopping centre etc. makes this place stand-out from rest in terms of quality of living. other features include waste disposal, rain water harvesting, no open drainage around, pet friendly and wheelchair friendly. this is a east-facing property. property has a ceramic flooring.      additional details :  piped gas facility is available in the property. the apartment has borings water supply. daily needs shopping could be done within the society premises to make the stay convinent. full power backup is available. there is also a separate washroom for domestic help. the society has dedicated security guards for every tower.",residential apartment,Semifurnished,North-West,0-1 Year Old Property,high rise,2.0,signature the roselia,2.0,mid rise,28.42406,76.927954,2.0,sector 95a gurgaon,signature the roselia,signature the roselia,,3.0,2.0,3.0,2.0,1.0,1.0,72,37
f70402474,70402474,gurgaon,12000.0,23.0,519.0,10.0,2 bhk flat in sector 37d gurgaon,"situated in sector 37d gurgaon gurgaon, signature global the millennia is a well planned, ready to move society that offers a pleasant living experience to its residents. this is a 2 bhk apartment now available for rent. this flat consists of 2 bathrooms & 3 balconies build in 419 sq.ft. carpet area. this property is constructed on 519 sq.ft. located on 5th of 14 floor. this is a ready to move property and it is 0-1 year old flat. it is an unfurnished property. property is ready to be leased on any agreement type from tue, 01 aug 2023 for family only with a notice of 1 month for a duration of 11 months. expected rent for this property is  12,000 monthly. electricity & water charges to be paid by tenant on monthly basis to authorities. a one-time payment of  12000 is required by the owner as a security deposit.",residential apartment,Unfurnished,East,0-1 Year Old Property,high rise,2.0,signature global the millennia,3.0,mid rise,28.4468752,76.9839939,2.0,sector 37d gurgaon,signature global the millennia,signature global the millennia,,3.0,2.0,2.0,1.0,1.0,1.0,49,15
l69145902,69145902,gurgaon,12100.0,19.0,625.0,6.0,2 bhk flat in sector 88a gurgaon,"affordable - spacious - new gurgaon - best in class. adani aangan arcade is one of gurgaon's most sought after destination for residential flats and this 2 bhk flat for rent in sector 88a gurgaon, is your opportunity to be a part of this community. this 2 bhk flat comes with 2 bathrooms set in 62547 sq.ft. carpet usable area. flat is constructed on 62547 sq.ft. placed on 7th of 14 floor in 1-5 years old tower. this is a semi-furnished flat. furnishing options provided - 1 curtains, 1 exhaust fan, 4 fan, 1 geyser, 10 light, 1 modular kitchen and 2 wardrobe. property will be leased for 11 months from wed, 17 may 2023 to families, single men and single women only with a notice of 1 month for a duration of 11 months. we are demanding 12,000 for this unmatched property. rent quoted excludes electricity & water charges. refundable security deposit of 24000 to be paid for finalising the option.    additional details :  piped gas facility is available in the property. the apartment has borings water supply. daily needs shopping could be done within the society premises to make the stay convinent. full power backup is available. there is also a separate washroom for domestic help. the society has dedicated security guards for every tower.",residential apartment,Semifurnished,North,1-5 Year Old Property,high rise,2.0,adani aangan arcade,1.0,mid rise,28.431273,76.9455,2.0,sector 88a gurgaon,adani aangan arcade,adani aangan arcade,multiple options available,1.0,0.0,1.0,2.0,1.0,1.0,48,15
z70610670,70610670,gurgaon,13000.0,22.0,569.0,12.0,2 bhk flat in sector 95a gurgaon,"gurgaon's most popular society signature the roselia in sector 95a gurgaon offers 2 bhk apartment. property has attached 2 bathrooms & 2 balconies with 2 rooms set in 569 sq.ft. carpet area. flat is constructed on 569 sq.ft. you get an additional space of study room. 1 covered parking available. 1 open parking available. placed on 4th of 19 floor in 1-5 years old tower. this is a semi-furnished flat. furnishing options provided - 1 chimney, 1 exhaust fan, 2 fan, 2 geyser, 4 light and 1 modular kitchen. property is ready to be leased on any agreement type from fri, 04 aug 2023 for families, single men and single women only with a notice of 1 month for a duration of 11 months. we are demanding 13,000 for this unmatched property. rent quoted excludes electricity & water charges. refundable security deposit of 13000 to be paid for finalising the option.  additional details :  the apartment has borings water supply. no power backup is available. the society has dedicated security guards for every tower.",residential apartment,Semifurnished,North-East,1-5 Year Old Property,high rise,2.0,signature the roselia,2.0,mid rise,28.42406,76.927954,2.0,sector 95a gurgaon,signature the roselia,signature the roselia,,3.0,2.0,3.0,2.0,1.0,1.0,55,15
b70319372,70319372,gurgaon,13000.0,12.0,1200.0,3.0,2 bhk flat in sector 84 gurgaon,"gurgaon's most popular society antriksh heights in sector 84 gurgaon offers 2 bhk apartment. this flat consists of 2 bathrooms & 3 balconies in 1125 sq.ft. super built-up area. this flat is constructed on 1200 sq.ft. area. this flat lies on the 15th floor of a 19 storey building. well maintained 1-5 years property. this property is unfurnished. the flat will be available from sat, 05 aug 2023 for single women and family on any agreement type with a notice of 1 month for a duration of 11 months. we are demanding 13,000 for this unmatched property. rent quoted excludes electricity & water charges. refundable security deposit of 16500 to be paid for finalising the option.",residential apartment,Unfurnished,not available,1-5 Year Old Property,high rise,2.0,antriksh heights,3.0,high rise,28.402597,76.9635421,2.0,sector 84 gurgaon,antriksh heights,antriksh heights,,0.0,0.0,2.0,1.0,0.0,0.0,16,15
n70584412,70584412,gurgaon,13000.0,20.0,650.0,15.0,2 bhk flat in sector 95 gurgaon,available for rent don't miss the chance,residential apartment,Semifurnished,East,1-5 Year Old Property,high rise,2.0,rof ananda,2.0,mid rise,28.4143242,76.9081238,2.0,sector 95 gurgaon,rof ananda,rof ananda,,3.0,0.0,0.0,0.0,0.0,12.0,37,15
t69204196,69204196,gurgaon,13000.0,23.0,600.0,7.0,2 bhk flat in sohna,"a 2 bhk flat for rent in sohna close to all basic civic amenities is available for just 9000 in signature the serenas, gurgaon. property has attached 2 bathrooms & 1 balcony with 2 rooms set in sq.ft. carpet area. this flat is constructed on 600 sq.ft. area. this flat lies on the 6th floor of a 14 storey building. well maintained 1-5 years property. this is an unfurnished flat. the flat will be available from mon, 15 may 2023 for families, single men and single women on any agreement type with a notice of 1 month for a duration of 11 months. expected rent for this property is 13000 monthly. electricity & water charges to be paid by tenant on monthly basis to authorities. you will also get all modern property feature like power back-up, reserved parking, water storage, security / fire alarm, high ceiling height and false ceiling lighting. this place is equipped with quality features like shopping centre, club house / community center, fitness centre / gym, park, lift(s), maintenance staff and water softening plant. additional things included here are waste disposal, rain water harvesting, corner property, pet friendly, wheelchair friendly and in a gated society. power backup: partial. the flat is east facing. the flat has ceramic flooring. one of the highlights of this property is best prices guarantee free consultation free site visit. additional details :   piped gas facility is available in the property. the apartment has borings water supply. daily needs shopping could be done within the society premises to make the stay convinent. full power backup is available. there is also a separate washroom for domestic help. the society has dedicated security guards for every tower.",residential apartment,Semifurnished,North-East,1-5 Year Old Property,high rise,2.0,signature the serenas,3.0,mid rise,28.28652,77.065685,2.0,sohna,signature the serenas,signature the serenas,sector 36 sohna,1.0,1.0,1.0,2.0,1.0,1.0,98,44
l70756426,70756426,gurgaon,13000.0,15.0,840.0,8.0,2 bhk flat in sector 99 gurgaon,"pivotal riddhi siddhi is the most preferred destination for renting flats in sector 99 gurgaon. a 2 bhk flat is now available for rent here. don't miss to be a part of this community. property has 840 sq.ft. carpet area with 2 bathrooms & 2 balconies attached. the flat consists of 2 bedrooms, built on 840 sq.ft. a separate space for others is available in this flat. the building has a total of 14 floors and this property is situated on 5th floor. property is 0-1 year old. it is a semi-furnished property. inclusive of 1 chimney, 8 curtains, 1 exhaust fan, 3 fan, 1 geyser, 10 light, 1 modular kitchen and 2 wardrobe. ready to occupy from fri, 11 aug 2023, this property is ideal for families, single men and single women on any agreement type with a notice of 1 month for a duration of 11 months. with all the highlighted features, we are asking for  13,000 monthly.",residential apartment,Semifurnished,North-East,0-1 Year Old Property,high rise,2.0,pivotal riddhi siddhi,2.0,mid rise,28.4655344,76.9628658,2.0,sector 99 gurgaon,pivotal riddhi siddhi,pivotal riddhi siddhi,,2.0,0.0,2.0,2.0,1.0,1.0,42,15
a70868266,70868266,gurgaon,13000.0,28.0,450.0,12.0,2 bhk flat in sector 95a gurgaon,"find this 2 bhk apartment for rent in sector 95a gurgaon. this 2 bhk apartment in signature the roselia is situated in gurgaon. this 2 bhk flat comes with 2 bathrooms set in 450 sq.ft. carpet usable area. this flat is constructed on 450 sq.ft. area. this flat lies on the 9th floor of a 19 storey building. well maintained 1-5 years property. this is a semi-furnished flat. furnishing options provided - 6 curtains, 1 exhaust fan, 3 fan, 1 geyser, 8 light, 1 modular kitchen and 2 wardrobe. the flat will be available from fri, 18 aug 2023 for family on any agreement type with a notice of 1 month for a duration of 11 months. with all the highlighted features, we are asking for 13,000 monthly. refundable security deposit is 13000.",residential apartment,Semifurnished,North-East,1-5 Year Old Property,high rise,2.0,signature the roselia,2.0,mid rise,28.427713,76.922308,2.0,sector 95a gurgaon,signature the roselia,signature the roselia,,3.0,2.0,3.0,2.0,1.0,1.0,42,15
u70361528,70361528,gurgaon,13000.0,22.0,584.0,7.0,2 bhk flat in sohna,"this lovely 2 bhk apartment for rent in sohna is available in one of gurgaon's most popular projects, signature the serenas. this flat consists of 2 bathrooms & 2 balconies in 584 sq.ft. carpet area. this flat is constructed on 584 sq.ft. area. this flat lies on the 1st floor of a 14 storey building. well maintained 1-5 years property. semi-furnished flat with 1 light, 1 fan, 1 wardrobe, 1 water purifier and 1 modular kitchen. the flat will be available from sat, 22 jul 2023 for families, single men and single women on any agreement type with a notice of 1 month for a duration of 11 months. with all the highlighted features, we are asking for 13,000 monthly. refundable security deposit is 13000. built in features are power back-up, reserved parking, water storage, security / fire alarm and piped-gas etc. you will get access to shopping centre, club house / community center, fitness centre / gym, park, lift(s) and maintenance staff etc. in this society. additional features with this property include waste disposal, no open drainage around, corner property, pet friendly, wheelchair friendly and in a gated society. power backup: partial. the flat has a east orientation. the flat's flooring is granite. in terms of usp of this house, you will get project area 17 acres (70% open) sizes 1310.00 sq.ft. - 1986.00 sq.ft. project size 13 buildings - 612 units launch date feb, 2018 avg. price price on request possession starts dec, 2022 configurations 2, 3 bhk apartments e.  additional details :  piped gas facility is available in the property. the apartment has borings water supply. daily needs shopping could be done within the society premises to make the stay convinent. full power backup is available. there is also a separate washroom for domestic help. the society has dedicated security guards for every tower.",residential apartment,Semifurnished,North-West,1-5 Year Old Property,high rise,2.0,signature the serenas,2.0,low rise,28.28652,77.065685,2.0,sohna,signature the serenas,signature the serenas,105,1.0,1.0,1.0,2.0,1.0,1.0,76,50
m70871562,70871562,gurgaon,13500.0,23.0,569.0,12.0,2 bhk flat in sector 95a gurgaon,"this 2 bhk flat in sector 95a gurgaon is available in signature the roselia for rent, one of the most prominent projects for residential flats in gurgaon. this flat consists of 2 bathrooms & 2 balconies build in 569 sq.ft. carpet area. the flat consists of 2 bedrooms, built on 569 sq.ft. a separate space for study room is available in this flat. & the option for 1 open parking is also available. the building has a total of 19 floors and this property is situated on 7th floor. property is 1-5 years old. this is a furnished flat. already installed 9 light, 3 fan, 2 wardrobe, 1 geyser, 1 modular kitchen, 1 chimney, 1 curtains and 1 exhaust fan. property is ready to be leased on any agreement type from fri, 18 aug 2023 for families, single men and single women only with a notice of 1 month for a duration of 11 months. we are demanding  13,500 for this unmatched property. tenants have to pay society charges additionally like maintenance charges of  2500 monthly directly.  5000 amount to be paid to book this flat. rent quoted excludes electricity & water charges. refundable security deposit of  13500 to be paid for finalising the option. this flat has all latest feature like power back-up, reserved parking, feng shui / vaastu compliant, water storage, security / fire alarm, intercom facility, internet/wi-fi connectivity and piped-gas. society provides modern lifestyle facilities like swimming pool, park, lift(s), maintenance staff, visitor parking, water softening plant, shopping centre and fitness centre / gym. there are more things to like about this property such as separate entry for servant room, no open drainage around, rain water harvesting, waste disposal, corner property, pet friendly, wheelchair friendly and in a gated society. power backup: full. the flat is facing towards east. the flat has vitrified flooring.",residential apartment,Furnished,East,1-5 Year Old Property,high rise,2.0,signature the roselia,2.0,mid rise,28.42406,76.927954,2.0,sector 95a gurgaon,signature the roselia,signature the roselia,,3.0,2.0,3.0,2.0,1.0,1.0,103,51
y70440666,70440666,gurgaon,13500.0,26.0,501.0,10.0,2 bhk flat in sector 86 gurgaon,"explore this amicable pyramid urban homes 2 of sector 86 gurgaon in gurgaon ! live in a 2 bhk flat for rent in sector 86 gurgaon. this flat consists of 2 bathrooms & 1 balcony in 501 sq.ft. carpet area. the flat consists of 2 bedrooms, built on 501 sq.ft. a separate space for others is available in this flat. & the option for 1 open parking is also available. the building has a total of 13 floors and this property is situated on 2nd floor. property is 0-1 year old. this property is unfurnished. the flat will be available from wed, 26 jul 2023 for family on any agreement type with a notice of 1 month for a duration of 1 month. we are demanding 13,500 for this unmatched property. tenants have to pay society charges additionally like maintenance charges of 2000 monthly directly. 5000 amount to be paid to book this flat. rent quoted excludes electricity & water charges. refundable security deposit of 148500 to be paid for finalising the option.",residential apartment,Unfurnished,North-East,0-1 Year Old Property,high rise,2.0,pyramid urban homes 2,1.0,low rise,28.3976038,76.9427006,2.0,sector 86 gurgaon,pyramid urban homes 2,pyramid urban homes 2,156,1.0,2.0,2.0,2.0,1.0,2.0,70,24
g65163920,65163920,gurgaon,13500.0,7.0,1910.0,4.0,3 bhk flat in sector 95 gurgaon,"a spacious 3 bhk flat for rent is available in sector-95 gurgaon in sidhartha ncr one phase 1, gurgaon. this 3 bhk flat comes with 3 bathrooms 1800 sq.ft. usable area. the flat consists of 3 bedrooms, built on 1910 sq.ft... the flat building has a total of 15 floors and this property is situated on 7th floor. property is 1-5 year(s) old. it is a semi-furnished property. inclusive of 6 light, 5 fan, 3 wardrobe, 1 modular kitchen, 1 curtains, 1 exhaust fan. the flat will be available from thu oct 06 for family on any with a notice of 1 month(s) for a duration of 1 month(s). the expected rent is rs. 13500 monthly. other charges to be paid includes rs. 7000 monthly maintenance charges. book this by paying only rs. 10000 amount. society has a rs. 1 as membership fee. electricity, water charges are excluded. security deposit of rs. 13500 is required. built in features are internet/wi-fi connectivity, power back-up, reserved parking, natural light, airy rooms etc. you will get access to swimming pool, grocery shop, security personnel, maintenance staff, shopping centre, club house / community center, fitness centre / gym, park, lift(s), water softening plant etc. in this society. additional features with this property include rain water harvesting, waste disposal, no open drainage around, pet friendly, wheelchair friendly. power backup: full. the flat has a east orientation. the flat's flooring is ceramic.    additional details :  piped gas facility is available in the property. the apartment has borings water supply. daily needs shopping could be done within the society premises to make the stay convinent. full power backup is available. there is also a separate washroom for domestic help. the society has dedicated security guards for every tower.",residential apartment,Semifurnished,North-West,1-5 Year Old Property,high rise,3.0,sidhartha ncr one phase 1,4.0,mid rise,28.41852,76.909856,3.0,sector 95 gurgaon,sidhartha ncr one phase 1,sidhartha ncr one phase 1,,0.0,0.0,0.0,0.0,3.0,1.0,81,61
q70644782,70644782,gurgaon,14000.0,27.0,501.0,10.0,2 bhk flat in sector 86 gurgaon,"pyramid urban homes 2 is one of gurgaon's most sought after destination for residential flats and this 2 bhk flat for rent in sector 86 gurgaon, is your opportunity to be a part of this community. this flat consists of 2 bathrooms & 1 balcony build in 501 sq.ft. carpet area. this flat is constructed on 501 sq.ft. area. an independent others is available in this property. this flat lies on the ground floor of a 13 storey building. well maintained 0-1 year property. this is an unfurnished flat. the flat will be available from sun, 06 aug 2023 for family on any agreement type with a notice of 1 month for a duration of 1 month. with all the highlighted features, we are asking for 1.4 lac monthly and is negotiable. refundable security deposit is 1540000.",residential apartment,Unfurnished,North-East,0-1 Year Old Property,high rise,2.0,pyramid urban homes 2,1.0,low rise,28.3976038,76.9427006,2.0,sector 86 gurgaon,pyramid urban homes 2,pyramid urban homes 2,156,1.0,2.0,2.0,2.0,1.0,2.0,67,27
